status,product_id,category,path,size,error
success,B0886KMMTK,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0886KMMTK.jpg,9579.0,
success,B000CO76MO,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000CO76MO.jpg,16279.0,
success,B09BHSRSYC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09BHSRSYC.jpg,8736.0,
success,B004NBZLK6,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B004NBZLK6.jpg,11777.0,
success,B015WV3TAE,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B015WV3TAE.jpg,9763.0,
success,B09H5D9D2C,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09H5D9D2C.jpg,12806.0,
success,B08XMFVZZ6,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08XMFVZZ6.jpg,10553.0,
success,B0CFYC4199,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CFYC4199.jpg,4374.0,
success,B086W1XLQ7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B086W1XLQ7.jpg,11330.0,
success,B09Y5TX4N9,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09Y5TX4N9.jpg,18160.0,
success,B086L7SPPX,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B086L7SPPX.jpg,20824.0,
success,B01D14PDVC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01D14PDVC.jpg,12383.0,
success,B0B4SG1J91,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B4SG1J91.jpg,9120.0,
success,B07HF55SWJ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07HF55SWJ.jpg,13000.0,
success,B0CHXMMXC8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CHXMMXC8.jpg,11309.0,
success,B0B5CYRZ49,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B5CYRZ49.jpg,9626.0,
success,B08BBX7ZH6,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08BBX7ZH6.jpg,10313.0,
success,B0C3H3VF6S,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C3H3VF6S.jpg,13447.0,
success,B0CK55DPTW,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CK55DPTW.jpg,4625.0,
success,B084L8C9Q9,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B084L8C9Q9.jpg,5535.0,
success,B0BJ68PC98,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BJ68PC98.jpg,11428.0,
success,B0BQBBMB8V,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BQBBMB8V.jpg,14123.0,
success,B0CKRQRN2K,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CKRQRN2K.jpg,12686.0,
success,B00WX77NB2,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00WX77NB2.jpg,11378.0,
success,B07664N58P,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07664N58P.jpg,10165.0,
success,B097J2F4PC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B097J2F4PC.jpg,13084.0,
success,B09Y7S1PVW,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09Y7S1PVW.jpg,12201.0,
success,B087TD2F9G,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B087TD2F9G.jpg,10978.0,
success,B00SXYRY40,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00SXYRY40.jpg,10467.0,
success,B01FWHMW7E,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01FWHMW7E.jpg,20002.0,
success,B0C9GTB3SJ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C9GTB3SJ.jpg,9657.0,
success,B07PGJBH1S,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07PGJBH1S.jpg,8566.0,
success,B0014E82II,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0014E82II.jpg,16596.0,
success,B000G6SRZ8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000G6SRZ8.jpg,10157.0,
success,B0785G5QDY,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0785G5QDY.jpg,14403.0,
success,B07N8FSLLF,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07N8FSLLF.jpg,7728.0,
success,B0B8J6BZD4,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B8J6BZD4.jpg,15181.0,
success,B00S1NDC9Y,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00S1NDC9Y.jpg,10732.0,
success,B07VYYJRRQ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07VYYJRRQ.jpg,16217.0,
success,B00AKTE2RS,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00AKTE2RS.jpg,16323.0,
success,B09W3ZCFLN,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09W3ZCFLN.jpg,12283.0,
success,B07YK9ZF2W,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07YK9ZF2W.jpg,12058.0,
success,B007R4H3J8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B007R4H3J8.jpg,24536.0,
success,B01MAZKPUL,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01MAZKPUL.jpg,6327.0,
success,B07KC3Q4Q3,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07KC3Q4Q3.jpg,13626.0,
success,B09NF9WN59,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09NF9WN59.jpg,11850.0,
success,B0B7CLN95S,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B7CLN95S.jpg,12184.0,
success,B0B38PDM6S,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B38PDM6S.jpg,12223.0,
success,B0B21ZY6LL,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B21ZY6LL.jpg,21437.0,
success,B0822FF7YQ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0822FF7YQ.jpg,9023.0,
success,B089NK643X,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B089NK643X.jpg,15003.0,
success,B09SYSCFB7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09SYSCFB7.jpg,11079.0,
success,B000CER6TW,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000CER6TW.jpg,10805.0,
success,B073HBJPFW,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B073HBJPFW.jpg,11655.0,
success,B07KF61QXJ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07KF61QXJ.jpg,9713.0,
success,B07DTCSRKL,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07DTCSRKL.jpg,15586.0,
success,B0CHN57NNY,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CHN57NNY.jpg,5813.0,
success,B0C65HCG6P,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C65HCG6P.jpg,11039.0,
success,B00KMP9Q12,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00KMP9Q12.jpg,24180.0,
success,B0C71QKY3H,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C71QKY3H.jpg,10887.0,
success,B08GX1VZTD,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08GX1VZTD.jpg,15328.0,
success,B07PB9JSH7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07PB9JSH7.jpg,18566.0,
success,B07VFGM8BR,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07VFGM8BR.jpg,18558.0,
success,B0C5FKZ9LT,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C5FKZ9LT.jpg,8406.0,
success,B00NNQAY5Y,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00NNQAY5Y.jpg,11031.0,
success,B0CKWJ2598,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CKWJ2598.jpg,8518.0,
success,B0834TTHP7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0834TTHP7.jpg,9985.0,
success,B0CGQLCSXB,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CGQLCSXB.jpg,3215.0,
success,B00T01N7DW,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00T01N7DW.jpg,18545.0,
success,B018QCQLCY,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B018QCQLCY.jpg,15846.0,
success,B009GSXT28,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B009GSXT28.jpg,12186.0,
success,B000A1KANQ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000A1KANQ.jpg,7461.0,
success,B082YVFPTC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B082YVFPTC.jpg,9269.0,
success,B0041Q1BT8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0041Q1BT8.jpg,13170.0,
success,B07HMJZ11Z,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07HMJZ11Z.jpg,13673.0,
success,B0BM9M78W9,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BM9M78W9.jpg,11396.0,
success,B000CPC3PI,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000CPC3PI.jpg,6863.0,
success,B09WCBBKX7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09WCBBKX7.jpg,15685.0,
success,B07KNBBPB7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07KNBBPB7.jpg,12596.0,
success,B0B2P9W521,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B2P9W521.jpg,9968.0,
success,B088S3G3F8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B088S3G3F8.jpg,9177.0,
success,B08HQ69C7N,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08HQ69C7N.jpg,22335.0,
success,B0758DMN9P,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0758DMN9P.jpg,21319.0,
success,B01KOSM0NC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01KOSM0NC.jpg,10048.0,
success,B09C95ZDKV,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09C95ZDKV.jpg,24912.0,
success,B091V5TY72,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B091V5TY72.jpg,11275.0,
success,B0BFFK92KP,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BFFK92KP.jpg,10467.0,
success,B00NVLYADI,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00NVLYADI.jpg,13570.0,
success,B00SS5L4VI,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00SS5L4VI.jpg,12994.0,
success,B07567R36X,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07567R36X.jpg,13131.0,
success,B0797DTFLM,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0797DTFLM.jpg,19881.0,
success,B015RNAIJC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B015RNAIJC.jpg,5478.0,
success,B0BXZ5MZJ9,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BXZ5MZJ9.jpg,11838.0,
success,B0BZCVF91N,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BZCVF91N.jpg,13020.0,
success,B01M357RW6,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01M357RW6.jpg,14185.0,
success,B07SSBMB59,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07SSBMB59.jpg,7145.0,
success,B07TXYR1X8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07TXYR1X8.jpg,21397.0,
success,B0113XXPKO,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0113XXPKO.jpg,7367.0,
success,B09WYPGBC9,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09WYPGBC9.jpg,10975.0,
success,B07X1FRMT6,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07X1FRMT6.jpg,23590.0,
success,B0BNBLN82Q,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BNBLN82Q.jpg,7378.0,
success,B01NCJVYCK,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01NCJVYCK.jpg,7781.0,
success,B00BMNZQO4,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00BMNZQO4.jpg,16432.0,
success,B00HFL9D9Q,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00HFL9D9Q.jpg,6857.0,
success,B07VJ7QB18,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07VJ7QB18.jpg,11060.0,
success,B098QMLGZ5,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B098QMLGZ5.jpg,15133.0,
success,B07Y34CB9T,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07Y34CB9T.jpg,9471.0,
success,B008YFSUMS,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B008YFSUMS.jpg,9167.0,
success,B07H4Z853X,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07H4Z853X.jpg,16287.0,
success,B09CG2TH5X,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09CG2TH5X.jpg,10766.0,
success,B07GR7KBQB,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07GR7KBQB.jpg,13143.0,
success,B07CMSR39R,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07CMSR39R.jpg,12706.0,
success,B003ZWAS02,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B003ZWAS02.jpg,17810.0,
success,B0BV6XDS19,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BV6XDS19.jpg,14648.0,
success,B0C56TRJF4,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C56TRJF4.jpg,15901.0,
success,B076CWH1V5,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B076CWH1V5.jpg,9124.0,
success,B08F9PYY11,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08F9PYY11.jpg,7496.0,
success,B07PHJCGWB,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07PHJCGWB.jpg,10669.0,
success,B0CB67YCZX,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CB67YCZX.jpg,19904.0,
success,B09Y4ZW7MN,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09Y4ZW7MN.jpg,7536.0,
success,B07DGQLL4C,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07DGQLL4C.jpg,10675.0,
success,B01CSIN38W,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01CSIN38W.jpg,10896.0,
success,B07F3L6Q7S,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07F3L6Q7S.jpg,11700.0,
success,B0CJYXT2TJ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CJYXT2TJ.jpg,11299.0,
success,B01INLUEMQ,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B01INLUEMQ.jpg,11170.0,
success,B0B9MX5SH5,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B9MX5SH5.jpg,9273.0,
success,B06XXW9D3V,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B06XXW9D3V.jpg,6347.0,
success,B08R7KK3M8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08R7KK3M8.jpg,8276.0,
success,B0CG4GZ3DK,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CG4GZ3DK.jpg,9267.0,
success,B099N2ZD3H,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B099N2ZD3H.jpg,18887.0,
success,B00FG907OE,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00FG907OE.jpg,9304.0,
success,B00RKL6U4M,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00RKL6U4M.jpg,12920.0,
success,B09983D5QB,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09983D5QB.jpg,8384.0,
success,B08KG4CCFR,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08KG4CCFR.jpg,15403.0,
success,B0049E0TWC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0049E0TWC.jpg,8885.0,
success,B002Q8IBN2,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B002Q8IBN2.jpg,8005.0,
success,B09BZZKMZY,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09BZZKMZY.jpg,14445.0,
success,B07N25CNXV,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07N25CNXV.jpg,7312.0,
success,B0C3MS9F6Q,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0C3MS9F6Q.jpg,9043.0,
success,B00LM6MKV8,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00LM6MKV8.jpg,12036.0,
success,B09MF6PQX9,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09MF6PQX9.jpg,23182.0,
success,B07R7WJJSR,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07R7WJJSR.jpg,11101.0,
success,B00839S2K0,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00839S2K0.jpg,11381.0,
success,B007DIY0AI,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B007DIY0AI.jpg,8489.0,
success,B000FPZPUK,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000FPZPUK.jpg,13261.0,
success,B0B83MLJLW,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0B83MLJLW.jpg,14103.0,
success,B08VFGKHKD,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B08VFGKHKD.jpg,22945.0,
success,B004PH1SBE,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B004PH1SBE.jpg,9122.0,
success,B000CFJB08,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B000CFJB08.jpg,10600.0,
success,B07FV1MGZ3,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07FV1MGZ3.jpg,16601.0,
success,B093WHQPTH,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B093WHQPTH.jpg,9861.0,
success,B00JRREFWG,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B00JRREFWG.jpg,7171.0,
success,B0BTY8MRZK,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0BTY8MRZK.jpg,13634.0,
success,B0CBXXPN6V,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0CBXXPN6V.jpg,11844.0,
success,B0773QWZ7X,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B0773QWZ7X.jpg,14843.0,
success,B004D99XN4,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B004D99XN4.jpg,15267.0,
success,B07PZ5DCYC,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07PZ5DCYC.jpg,8948.0,
success,B09H5BZWZ7,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B09H5BZWZ7.jpg,10849.0,
success,B07BB3BXDB,Other,C:\Users\Rajshree Singh\Desktop\ATLAS\data\images\Other\B07BB3BXDB.jpg,11565.0,
